brand,name,address_street,suburb,city,state,postcode,lat,lng,phone,email,website,rating,review_count,opening_hours,location_type,google_place_id,maps_url,svi_search_volume,svi_cpc,svi_competition,svi_period,pop_sa2_name,pop_year,pop_population,pop_change,pop_growth_pct
El Jannah,El Jannah Chicken Plumpton,Shop 047/260 Jersey Rd,PLUMPTON,SYDNEY,NSW,2761,-33.7457463,150.8357987,+61 2 7908 5476,,https://eljannah.com.au/locations/nsw/plumpton/,4.0,1362,Mon: 10:00 - 22:00; Tue: 10:00 - 22:00; Wed: 10:00 - 22:00; Thu: 10:00 - 22:00; Fri: 10:00 - 22:00; Sat: 10:00 - 22:00; Sun: 10:00 - 22:00,brick_and_mortar,0x6b129b3900284b7b:0x64276115fd2bb912,https://www.google.com/maps/place/El+Jannah+Chicken+Plumpton/data=!4m7!3m6!1s0x6b129b3900284b7b:0x64276115fd2bb912!8m2!3d-33.7457463!4d150.8357987!16s%2Fg%2F11vl3xhpzp!19sChIJe0soADmbEmsRErkr_RVhJ2Q?authuser=0&hl=en&rclk=1,,,,,,,,,
El Jannah,El Jannah Chicken Prestons,1-5 Yato Rd,PRESTONS,ROYAL EXCHANGE,NSW,2170,-33.9390893,150.8685265,+61 2 7908 5476,,https://eljannah.com.au/locations/nsw/prestons/,4.4,1102,Mon: 10:00 - 23:00; Tue: 10:00 - 23:00; Wed: 10:00 - 23:00; Thu: 10:00 - 23:00; Fri: 10:00 - 23:00; Sat: 10:00 - 23:00; Sun: 10:00 - 23:00,brick_and_mortar,0x6b1295135025ffa3:0x2b9982d7212959b0,https://www.google.com/maps/place/El+Jannah+Chicken+Prestons/data=!4m7!3m6!1s0x6b1295135025ffa3:0x2b9982d7212959b0!8m2!3d-33.9390893!4d150.8685265!16s%2Fg%2F11vlgmmzds!19sChIJo_8lUBOVEmsRsFkpIdeCmSs?authuser=0&hl=en&rclk=1,,,,,Prestons,2024,15544,-153,-0.97
El Jannah,El Jannah Chicken Punchbowl,701 Punchbowl Rd,PUNCHBOWL,ROYAL EXCHANGE,NSW,2196,-33.9246229,151.0557368,+61 2 7908 5476,,https://eljannah.com.au/locations/nsw/punchbowl/,4.2,3768,Mon: 10:00 - 23:00; Tue: 10:00 - 23:00; Wed: 10:00 - 23:00; Thu: 10:00 - 23:00; Fri: 10:00 - 23:00; Sat: 10:00 - 23:00; Sun: 10:00 - 23:00,brick_and_mortar,0x6b12bbfba631a8ab:0x666c543d076d6e1b,https://www.google.com/maps/place/El+Jannah+Chicken+Punchbowl/data=!4m7!3m6!1s0x6b12bbfba631a8ab:0x666c543d076d6e1b!8m2!3d-33.9246229!4d151.0557368!16s%2Fg%2F1tm88lk4!19sChIJq6gxpvu7EmsRG25tBz1UbGY?authuser=0&hl=en&rclk=1,,,,,Punchbowl,2024,22392,298,1.35
El Jannah,El Jannah Chicken Randwick,141 Belmore Rd,RANDWICK,SYDNEY,NSW,2031,-33.9164791,151.2411332,+61 2 7908 5476,,https://eljannah.com.au/locations/nsw/randwick/,4.2,612,Mon: 11:00 - 23:00; Tue: 11:00 - 23:00; Wed: 11:00 - 23:00; Thu: 11:00 - 23:00; Fri: 11:00 - 23:00; Sat: 11:00 - 23:00; Sun: 11:00 - 23:00,brick_and_mortar,0x6b12b336234476b1:0x2ee8003b3625a878,https://www.google.com/maps/place/El+Jannah+Chicken+Randwick/data=!4m7!3m6!1s0x6b12b336234476b1:0x2ee8003b3625a878!8m2!3d-33.9164791!4d151.2411332!16s%2Fg%2F11xct9hzz2!19sChIJsXZEIzazEmsReKglNjsA6C4?authuser=0&hl=en&rclk=1,,,,,,,,,
El Jannah,El Jannah Chicken Lakemba,938-944 Canterbury Rd,ROSELANDS,ROYAL EXCHANGE,NSW,2196,-33.9281237,151.0785507,+61 2 7908 5476,,https://eljannah.com.au/locations/nsw/lakemba/,4.0,1180,Mon: 10:00 - 23:00; Tue: 10:00 - 23:00; Wed: 10:00 - 23:00; Thu: 10:00 - 23:00; Fri: 10:00 - 23:00; Sat: 10:00 - 23:00; Sun: 10:00 - 23:00,brick_and_mortar,0x6b12bb8519ec4d5d:0x453f4871c7a6c5c6,https://www.google.com/maps/place/El+Jannah+Chicken+Lakemba/data=!4m7!3m6!1s0x6b12bb8519ec4d5d:0x453f4871c7a6c5c6!8m2!3d-33.9281237!4d151.0785507!16s%2Fg%2F11vzc87hm3!19sChIJXU3sGYW7EmsRxsWmx3FIP0U?authuser=0&hl=en&rclk=1,,,,,Roselands,2024,15145,137,0.91
El Jannah,El Jannah Chicken Rozelle,649 Darling St,ROZELLE,SYDNEY,NSW,2039,-33.8621276,151.1707940,+61 2 7908 5476,,https://eljannah.com.au/locations/nsw/rozelle/,4.7,117,Mon: 11:00 - 22:00; Tue: 11:00 - 22:00; Wed: 11:00 - 22:00; Thu: 11:00 - 22:00; Fri: 11:00 - 22:00; Sat: 11:00 - 22:00; Sun: 11:00 - 22:00,brick_and_mortar,0x6b12af31f638dcfb:0x6ddf55518bc32c89,https://www.google.com/maps/place/El+Jannah+Chicken+Rozelle/data=!4m7!3m6!1s0x6b12af31f638dcfb:0x6ddf55518bc32c89!8m2!3d-33.8621276!4d151.170794!16s%2Fg%2F11z0v9p26z!19sChIJ-9w49jGvEmsRiSzDi1FV320?authuser=0&hl=en&rclk=1,,,,,,,,,
El Jannah,El Jannah Chicken Smithfield,Shop 3/16 Smithfield Rd,SMITHFIELD,SYDNEY,NSW,2164,-33.8512953,150.9429824,+61 2 7908 5476,,https://eljannah.com.au/locations/nsw/smithfield/,3.8,2016,Mon: 10:00 - 00:00; Tue: 10:00 - 00:00; Wed: 10:00 - 00:00; Thu: 10:00 - 00:00; Fri: 10:00 - 00:00; Sat: 10:00 - 00:00; Sun: 10:00 - 00:00,brick_and_mortar,0x6b1297d8f9380eb7:0xde75686a887033e,https://www.google.com/maps/place/El+Jannah+Chicken+Smithfield/data=!4m7!3m6!1s0x6b1297d8f9380eb7:0xde75686a887033e!8m2!3d-33.8512953!4d150.9429824!16s%2Fg%2F11k6smbts2!19sChIJtw44-diXEmsRPgOHqIZW5w0?authuser=0&hl=en&rclk=1,,,,,,,,,
El Jannah,El Jannah Chicken Sydney CBD,151 Castlereagh St,SYDNEY,SYDNEY,NSW,2000,-33.8721495,151.2091699,+61 2 7908 5476,,https://eljannah.com.au/locations/nsw/sydney-cbd/,,0,Mon: 11:00 - 22:00; Tue: 11:00 - 22:00; Wed: 11:00 - 22:00; Thu: 11:00 - 22:00; Fri: 11:00 - 22:00; Sat: 11:00 - 22:00; Sun: 11:00 - 22:00,brick_and_mortar,0x6b12af533a544cf9:0x1fdd8e96cc6a5674,https://www.google.com/maps/place/El+Jannah+Chicken+Sydney+CBD/data=!4m7!3m6!1s0x6b12af533a544cf9:0x1fdd8e96cc6a5674!8m2!3d-33.8721495!4d151.2091699!16s%2Fg%2F11z5p002fc!19sChIJ-UxUOlOvEmsRdFZqzJaO3R8?authuser=0&hl=en&rclk=1,,,,,,,,,
El Jannah,El Jannah Corporate Office,3.08 Level 3/6 Parkview Dr,SYDNEY OLYMPIC PARK,SYDNEY,NSW,2127,-33.8464378,151.0733900,1800 491 838,,http://eljannah.com.au/,1.9,8,,brick_and_mortar,0x6b12a57c1996ab49:0xeccdd6eabc2bfaa9,https://www.google.com/maps/place/El+Jannah+Corporate+Office/data=!4m7!3m6!1s0x6b12a57c1996ab49:0xeccdd6eabc2bfaa9!8m2!3d-33.8464378!4d151.07339!16s%2Fg%2F11ry9ns_h6!19sChIJSauWGXylEmsRqforvOrWzew?authuser=0&hl=en&rclk=1,,,,,,,,,
El Jannah,El Jannah Chicken Tahmoor,3 Potters Dr,TAHMOOR,,NSW,2573,-34.2295940,150.5870618,+61 2 7908 5476,,https://eljannah.com.au/locations/nsw/tahmoor/,4.5,382,Mon: 11:00 - 22:00; Tue: 11:00 - 22:00; Wed: 11:00 - 22:00; Thu: 11:00 - 22:00; Fri: 11:00 - 22:00; Sat: 11:00 - 22:00; Sun: 11:00 - 22:00,brick_and_mortar,0x6b1301b4503dd973:0x3a8830841bd56556,https://www.google.com/maps/place/El+Jannah+Chicken+Tahmoor/data=!4m7!3m6!1s0x6b1301b4503dd973:0x3a8830841bd56556!8m2!3d-34.229594!4d150.5870618!16s%2Fg%2F11vlty_qdw!19sChIJc9k9ULQBE2sRVmXVG4QwiDo?authuser=0&hl=en&rclk=1,,,,,,,,,
El Jannah,El Jannah Chicken Tuggerah,"Pacific Centre Tuggerah, 144-148 Pacific Hwy",TUGGERAH,ROYAL EXCHANGE,NSW,2259,-33.3009779,151.4205451,+61 2 7908 5476,,https://eljannah.com.au/locations/nsw/tuggerah/,4.4,603,Mon: 10:00 - 22:00; Tue: 10:00 - 22:00; Wed: 10:00 - 22:00; Thu: 10:00 - 23:00; Fri: 10:00 - 23:00; Sat: 10:00 - 23:00; Sun: 10:00 - 22:00,brick_and_mortar,0x6b72cf06fb4d0d6b:0xcca8e438c30f64b5,https://www.google.com/maps/place/El+Jannah+Chicken+Tuggerah/data=!4m7!3m6!1s0x6b72cf06fb4d0d6b:0xcca8e438c30f64b5!8m2!3d-33.3009779!4d151.4205451!16s%2Fg%2F11yb2lttsc!19sChIJaw1N-wbPcmsRtWQPwzjkqMw?authuser=0&hl=en&rclk=1,,,,,,,,,
El Jannah,El Jannah Chicken Wollongong,77 Crown St,WOLLONGONG,AUSTRALIA SQUARE,NSW,2500,-34.4260040,150.8984941,+61 2 7908 5476,,https://eljannah.com.au/,4.1,245,Mon: 11:00 - 22:00; Tue: 11:00 - 22:00; Wed: 11:00 - 22:00; Thu: 11:00 - 22:00; Fri: 11:00 - 22:00; Sat: 11:00 - 22:00; Sun: 11:00 - 22:00,brick_and_mortar,0x6b1319f546770253:0x7ceaeae14371ee6f,https://www.google.com/maps/place/El+Jannah+Chicken+Wollongong/data=!4m7!3m6!1s0x6b1319f546770253:0x7ceaeae14371ee6f!8m2!3d-34.426004!4d150.8984941!16s%2Fg%2F11x5j_9vq7!19sChIJUwJ3RvUZE2sRb-5xQ-Hq6nw?authuser=0&hl=en&rclk=1,,,,,,,,,
El Jannah,El Jannah Chicken Campbelltown,321 Queen St,,SYDNEY,NSW,,-34.0712102,150.8098661,+61 2 7908 5476,,https://eljannah.com.au/locations/nsw/campbelltown/,4.2,2509,Mon: 11:00 - 22:00; Tue: 11:00 - 22:00; Wed: 11:00 - 22:00; Thu: 11:00 - 22:00; Fri: 11:00 - 22:00; Sat: 11:00 - 22:00; Sun: 11:00 - 22:00,brick_and_mortar,0x6b12ee549585b3fb:0x58b654f9d4876278,https://www.google.com/maps/place/El+Jannah+Chicken+Campbelltown/data=!4m7!3m6!1s0x6b12ee549585b3fb:0x58b654f9d4876278!8m2!3d-34.0712102!4d150.8098661!16s%2Fg%2F11c54411qp!19sChIJ-7OFlVTuEmsReGKH1PlUtlg?authuser=0&hl=en&rclk=1,,,,,,,,,
El Jannah,El Jannah Chicken Liverpool,2/279-287 Macquarie St,,SYDNEY,NSW,,-33.9244990,150.9231584,+61 2 7908 5476,,https://eljannah.com.au/locations/nsw/liverpool/,4.2,1441,Mon: 11:00 - 23:00; Tue: 11:00 - 23:00; Wed: 11:00 - 23:00; Thu: 11:00 - 23:00; Fri: 11:00 - 23:00; Sat: 11:00 - 23:00; Sun: 11:00 - 23:00,brick_and_mortar,0x6b12956d5c47e9dd:0x3eb4323f6fa501c,https://www.google.com/maps/place/El+Jannah+Chicken+Liverpool/data=!4m7!3m6!1s0x6b12956d5c47e9dd:0x3eb4323f6fa501c!8m2!3d-33.924499!4d150.9231584!16s%2Fg%2F11p5mt8xrg!19sChIJ3elHXG2VEmsRHFD69iND6wM?authuser=0&hl=en&rclk=1,,,,,,,,,
El Jannah,El Jannah Chicken Braybrook,330 Ballarat Rd,BRAYBROOK,EILDON HILL,QLD,3019,-37.7792692,144.8510568,+61 2 7908 5476,,https://eljannah.com.au/locations/vic/braybrook,4.3,1071,Mon: 10:00 - 00:00; Tue: 10:00 - 00:00; Wed: 10:00 - 00:00; Thu: 10:00 - 00:00; Fri: 10:00 - 00:00; Sat: 10:00 - 00:00; Sun: 10:00 - 00:00,brick_and_mortar,0x6ad65f007be073b7:0x46031ca8da56ceb2,https://www.google.com/maps/place/El+Jannah+Chicken+Braybrook/data=!4m7!3m6!1s0x6ad65f007be073b7:0x46031ca8da56ceb2!8m2!3d-37.7792692!4d144.8510568!16s%2Fg%2F11wwjdznkq!19sChIJt3PgewBf1moRss5W2qgcA0Y?authuser=0&hl=en&rclk=1,,,,,,,,,
El Jannah,El Jannah Chicken Campbellfield,2/10 Camp Rd,CAMPBELLFIELD,AUSTRALIA FAIR,QLD,3061,-37.6891819,144.9570826,+61 2 7908 5476,,https://eljannah.com.au/locations/vic/campbellfield/,4.2,2839,Mon: 10:00 - 00:00; Tue: 10:00 - 00:00; Wed: 10:00 - 00:00; Thu: 10:00 - 00:00; Fri: 10:00 - 01:00; Sat: 10:00 - 01:00; Sun: 10:00 - 00:00,brick_and_mortar,0x6ad65b6078ab3175:0x2940159eb4db5e97,https://www.google.com/maps/place/El+Jannah+Chicken+Campbellfield/data=!4m7!3m6!1s0x6ad65b6078ab3175:0x2940159eb4db5e97!8m2!3d-37.6891819!4d144.9570826!16s%2Fg%2F11t7_ctbhg!19sChIJdTGreGBb1moRl17btJ4VQCk?authuser=0&hl=en&rclk=1,,,,,,,,,
El Jannah,El Jannah Chicken Dandenong,Shops 1-3/26 Princes Hwy,DANDENONG,BORONIA HEIGHTS,QLD,3175,-37.9837850,145.2136498,+61 2 7908 5476,,https://eljannah.com.au/locations/vic/dandenong/,4.5,1759,Mon: 11:00 - 23:00; Tue: 11:00 - 23:00; Wed: 11:00 - 23:00; Thu: 11:00 - 00:00; Fri: 11:00 - 00:00; Sat: 11:00 - 00:00; Sun: 11:00 - 23:00,brick_and_mortar,0x6ad615c1a17d87a1:0x6cccbecd990463d9,https://www.google.com/maps/place/El+Jannah+Chicken+Dandenong/data=!4m7!3m6!1s0x6ad615c1a17d87a1:0x6cccbecd990463d9!8m2!3d-37.983785!4d145.2136498!16s%2Fg%2F11vqsvz1p4!19sChIJoYd9ocEV1moR2WMEmc2-zGw?authuser=0&hl=en&rclk=1,,,,,,,,,
El Jannah,El Jannah Chicken Ferntree Gully,930 Burwood Hwy,FERNTREE GULLY,BORONIA HEIGHTS,QLD,3156,-37.8858722,145.2834450,+61 2 7908 5476,,https://eljannah.com.au/locations/vic/ferntree-gully/,4.2,690,Mon: 11:00 - 22:00; Tue: 11:00 - 22:00; Wed: 11:00 - 22:00; Thu: 11:00 - 22:00; Fri: 11:00 - 22:00; Sat: 11:00 - 22:00; Sun: 11:00 - 22:00,brick_and_mortar,0x6ad63d901c3f296f:0x9170403fcb46b637,https://www.google.com/maps/place/El+Jannah+Chicken+Ferntree+Gully/data=!4m7!3m6!1s0x6ad63d901c3f296f:0x9170403fcb46b637!8m2!3d-37.8858722!4d145.283445!16s%2Fg%2F11w42mpwld!19sChIJbyk_HJA91moRN7ZGyz9AcJE?authuser=0&hl=en&rclk=1,,,,,,,,,
El Jannah,El Jannah Chicken Preston,600 High St,PRESTON,FRENCHS FOREST,QLD,3072,-37.7319345,145.0053768,,,https://eljannah.com.au/locations/vic/preston/,4.3,2635,Mon: 10:00 - 00:00; Tue: 10:00 - 00:00; Wed: 10:00 - 00:00; Thu: 10:00 - 00:00; Fri: 10:00 - 00:00; Sat: 10:00 - 00:00; Sun: 10:00 - 00:00,brick_and_mortar,0x6ad645aaa12ca69f:0x56805bbf2fea4604,https://www.google.com/maps/place/El+Jannah+Chicken+Preston/data=!4m7!3m6!1s0x6ad645aaa12ca69f:0x56805bbf2fea4604!8m2!3d-37.7319345!4d145.0053768!16s%2Fg%2F11pw1_8lrc!19sChIJn6YsoapF1moRBEbqL79bgFY?authuser=0&hl=en&rclk=1,,,,,,,,,
El Jannah,El Jannah Chicken St Albans,53 Sunshine Ave,ST ALBANS,COTTONVALE,QLD,3021,-37.7492285,144.8303475,+61 2 7908 5476,,https://eljannah.com.au/locations/vic/,4.3,713,Mon: 10:00 - 00:00; Tue: 10:00 - 00:00; Wed: 10:00 - 00:00; Thu: 10:00 - 00:00; Fri: 10:00 - 00:00; Sat: 10:00 - 00:00; Sun: 10:00 - 00:00,brick_and_mortar,0x6ad65f38820114d9:0xbbfdb76fccf2ed25,https://www.google.com/maps/place/El+Jannah+Chicken+St+Albans/data=!4m7!3m6!1s0x6ad65f38820114d9:0xbbfdb76fccf2ed25!8m2!3d-37.7492285!4d144.8303475!16s%2Fg%2F11xct9nf7y!19sChIJ2RQBgjhf1moRJe3yzG-3_bs?authuser=0&hl=en&rclk=1,,,,,,,,,
El Jannah,El Jannah Chicken Tarneit,62 Wickford Rd,TARNEIT,BORONIA HEIGHTS,QLD,3029,-37.8391250,144.6734934,+61 2 7908 5476,,https://eljannah.com.au/locations/vic/,4.4,1427,Mon: 10:00 - 00:00; Tue: 10:00 - 00:00; Wed: 10:00 - 00:00; Thu: 10:00 - 00:00; Fri: 10:00 - 00:00; Sat: 10:00 - 00:00; Sun: 10:00 - 00:00,brick_and_mortar,0x6ad6855f490ce235:0xb9c2405d4780cca6,https://www.google.com/maps/place/El+Jannah+Chicken+Tarneit/data=!4m7!3m6!1s0x6ad6855f490ce235:0xb9c2405d4780cca6!8m2!3d-37.839125!4d144.6734934!16s%2Fg%2F11xctbcfl_!19sChIJNeIMSV-F1moRpsyAR11Awrk?authuser=0&hl=en&rclk=1,,,,,,,,,
El Jannah,El Jannah Chicken Ballarat,620 Creswick Rd,WENDOUREE,EILDON HILL,QLD,3355,-37.5433190,143.8506542,+61 2 7908 5476,,https://eljannah.com.au/locations/vic/ballarat/,4.0,366,Mon: 10:00 - 23:00; Tue: 10:00 - 23:00; Wed: 10:00 - 23:00; Thu: 10:00 - 23:00; Fri: 10:00 - 23:00; Sat: 10:00 - 23:00; Sun: 10:00 - 23:00,brick_and_mortar,0x6ad1456697775e7b:0xd2d1799bdddf0d30,https://www.google.com/maps/place/El+Jannah+Chicken+Ballarat/data=!4m7!3m6!1s0x6ad1456697775e7b:0xd2d1799bdddf0d30!8m2!3d-37.543319!4d143.8506542!16s%2Fg%2F11ybzn5tq6!19sChIJe153l2ZF0WoRMA3f3Zt50dI?authuser=0&hl=en&rclk=1,,,,,,,,,
El Jannah,El Jannah Chicken Ashburton,205A High St,ASHBURTON,ASHBOURNE,SA,3147,-37.8629055,145.0771762,+61 2 7908 5476,,https://eljannah.com.au/locations/vic/ashburton/,4.6,5,Mon: 11:00 - 22:00; Tue: 11:00 - 22:00; Wed: 11:00 - 22:00; Thu: 11:00 - 22:00; Fri: 11:00 - 22:00; Sat: 11:00 - 22:00; Sun: 11:00 - 22:00,brick_and_mortar,0x6ad6410217edaa95:0xc52b35eb5c8dfc1e,https://www.google.com/maps/place/El+Jannah+Chicken+Ashburton/data=!4m7!3m6!1s0x6ad6410217edaa95:0xc52b35eb5c8dfc1e!8m2!3d-37.8629055!4d145.0771762!16s%2Fg%2F11z0v9jwnd!19sChIJlartFwJB1moRHvyNXOs1K8U?authuser=0&hl=en&rclk=1,,,,,,,,,
El Jannah,El Jannah Chicken Bayswater North,597 Dorset Rd,BAYSWATER NORTH,NORTH BEACH,SA,3153,-37.8245300,145.2882654,+61 2 7908 5476,,https://eljannah.com.au/locations/vic/bayswater-north/,4.2,659,Mon: 11:00 - 22:00; Tue: 11:00 - 22:00; Wed: 11:00 - 22:00; Thu: 11:00 - 22:00; Fri: 11:00 - 22:00; Sat: 11:00 - 22:00; Sun: 11:00 - 22:00,brick_and_mortar,0x6ad63bf7f50d9677:0x8b85bfc3f97a63c4,https://www.google.com/maps/place/El+Jannah+Chicken+Bayswater+North/data=!4m7!3m6!1s0x6ad63bf7f50d9677:0x8b85bfc3f97a63c4!8m2!3d-37.82453!4d145.2882654!16s%2Fg%2F11vjcgnxbx!19sChIJd5YN9fc71moRxGN6-cO_hYs?authuser=0&hl=en&rclk=1,,,,,,,,,
El Jannah,El Jannah Chicken Mitcham,532 Whitehorse Rd,MITCHAM,BEULAH PARK,SA,3132,-37.8168760,145.1926952,+61 2 7908 5476,,https://eljannah.com.au/locations/vic/mitcham/,4.2,1179,Mon: 11:00 - 22:00; Tue: 11:00 - 22:00; Wed: 11:00 - 22:00; Thu: 11:00 - 22:00; Fri: 11:00 - 22:00; Sat: 11:00 - 22:00; Sun: 11:00 - 22:00,brick_and_mortar,0x6ad639f136eda4d9:0x8d04e7ca636829d8,https://www.google.com/maps/place/El+Jannah+Chicken+Mitcham/data=!4m7!3m6!1s0x6ad639f136eda4d9:0x8d04e7ca636829d8!8m2!3d-37.816876!4d145.1926952!16s%2Fg%2F11kpl0xg_6!19sChIJ2aTtNvE51moR2CloY8rnBI0?authuser=0&hl=en&rclk=1,,,,,,,,,
El Jannah,El Jannah Chicken Pakenham,116 Princes Hwy,PAKENHAM,BANGHAM,SA,3810,-38.0706166,145.4760887,+61 2 7908 5476,,https://eljannah.com.au/locations/vic/pakenham/,4.2,1113,Mon: 11:00 - 23:00; Tue: 11:00 - 23:00; Wed: 11:00 - 23:00; Thu: 11:00 - 23:00; Fri: 11:00 - 23:00; Sat: 11:00 - 23:00; Sun: 11:00 - 23:00,brick_and_mortar,0x6ad61fb9748aae8d:0x24dc0537aa2aa01f,https://www.google.com/maps/place/El+Jannah+Chicken+Pakenham/data=!4m7!3m6!1s0x6ad61fb9748aae8d:0x24dc0537aa2aa01f!8m2!3d-38.0706166!4d145.4760887!16s%2Fg%2F11vjn_gkfl!19sChIJja6KdLkf1moRH6AqqjcF3CQ?authuser=0&hl=en&rclk=1,,,,,,,,,
El Jannah,El Jannah Chicken Armstrong Creek,460 Torquay Rd,ARMSTRONG CREEK,BROOKLYN,VIC,3217,-38.2244040,144.3373182,+61 2 7908 5476,,https://eljannah.com.au/locations/vic/armstrong-creek/,,0,Mon: 10:00 - 23:00; Tue: 10:00 - 23:00; Wed: 10:00 - 23:00; Thu: 10:00 - 23:00; Fri: 10:00 - 23:00; Sat: 10:00 - 23:00; Sun: 10:00 - 23:00,brick_and_mortar,0x6ad46de93ca752a7:0x44026ea4a1300219,https://www.google.com/maps/place/El+Jannah+Chicken+Armstrong+Creek/data=!4m7!3m6!1s0x6ad46de93ca752a7:0x44026ea4a1300219!8m2!3d-38.224404!4d144.3373182!16s%2Fg%2F11zkts61rx!19sChIJp1KnPOlt1GoRGQIwoaRuAkQ?authuser=0&hl=en&rclk=1,,,,,,,,,
El Jannah,El Jannah Chicken Box Hill,422 Station St,BOX HILL,MELBOURNE,VIC,3128,-37.8280740,145.1221832,+61 2 7908 5476,,https://eljannah.com.au/locations/vic/box-hill/,,0,Mon: 11:00 - 22:00; Tue: 11:00 - 22:00; Wed: 11:00 - 22:00; Thu: 11:00 - 22:00; Fri: 11:00 - 22:00; Sat: 11:00 - 22:00; Sun: 11:00 - 22:00,brick_and_mortar,0x6ad641be93b0a2df:0x3397a6c1dd3b3497,https://www.google.com/maps/place/El+Jannah+Chicken+Box+Hill/data=!4m7!3m6!1s0x6ad641be93b0a2df:0x3397a6c1dd3b3497!8m2!3d-37.828074!4d145.1221832!16s%2Fg%2F11z5n_twrt!19sChIJ36Kwk75B1moRlzQ73cGmlzM?authuser=0&hl=en&rclk=1,,,,,Box Hill,2024,26577,1324,5.24
El Jannah,El Jannah Chicken Craigieburn,340 Craigieburn Rd,CRAIGIEBURN,MELBOURNE,VIC,3064,-37.5929128,144.9130416,+61 2 7908 5476,,https://eljannah.com.au/locations/vic/craigieburn/,4.5,1462,Mon: 11:00 - 22:30; Tue: 11:00 - 22:30; Wed: 11:00 - 22:30; Thu: 11:00 - 22:30; Fri: 11:00 - 22:30; Sat: 11:00 - 22:30; Sun: 11:00 - 22:30,brick_and_mortar,0x6ad651756fa4dba3:0x756c1c0f25e17f26,https://www.google.com/maps/place/El+Jannah+Chicken+Craigieburn/data=!4m7!3m6!1s0x6ad651756fa4dba3:0x756c1c0f25e17f26!8m2!3d-37.5929128!4d144.9130416!16s%2Fg%2F11srt42ybl!19sChIJo9ukb3VR1moRJn_hJQ8cbHU?authuser=0&hl=en&rclk=1,,,,,,,,,
El Jannah,El Jannah Chicken Hawthorn,745 Glenferrie Rd,HAWTHORN,MELBOURNE,VIC,3122,-37.8180891,145.0358997,+61 2 7908 5476,,https://eljannah.com.au/locations/vic/hawthorn/,4.7,559,Mon: 11:00 - 23:00; Tue: 11:00 - 23:00; Wed: 11:00 - 23:00; Thu: 11:00 - 00:00; Fri: 11:00 - 00:00; Sat: 11:00 - 00:00; Sun: 11:00 - 23:00,brick_and_mortar,0x6ad64384b0558213:0x5bea68e9fd57b4d4,https://www.google.com/maps/place/El+Jannah+Chicken+Hawthorn/data=!4m7!3m6!1s0x6ad64384b0558213:0x5bea68e9fd57b4d4!8m2!3d-37.8180891!4d145.0358997!16s%2Fg%2F11yk5lmqwj!19sChIJE4JVsIRD1moR1LRX_elo6ls?authuser=0&hl=en&rclk=1,,,,,,,,,
El Jannah,El Jannah Chicken Niddrie,475-477 Keilor Rd,NIDDRIE,MELBOURNE,VIC,3042,-37.7363589,144.8893551,+61 2 7908 5476,,https://eljannah.com.au/locations/vic/niddrie/,4.3,882,Mon: 11:00 - 23:00; Tue: 11:00 - 23:00; Wed: 11:00 - 23:00; Thu: 11:00 - 23:00; Fri: 11:00 - 23:00; Sat: 11:00 - 23:00; Sun: 11:00 - 23:00,brick_and_mortar,0x6ad65d0020978ae7:0x1fc26d0542442178,https://www.google.com/maps/place/El+Jannah+Chicken+Niddrie/data=!4m7!3m6!1s0x6ad65d0020978ae7:0x1fc26d0542442178!8m2!3d-37.7363589!4d144.8893551!16s%2Fg%2F11v_8hdkbv!19sChIJ54qXIABd1moReCFEQgVtwh8?authuser=0&hl=en&rclk=1,,,,,,,,,
El Jannah,El Jannah Chicken South Yarra,495 Malvern Rd,SOUTH YARRA,MELBOURNE,VIC,3141,-37.8479086,145.0028633,+61 2 7908 5476,,https://eljannah.com.au/locations/vic/south-yarra/,,0,Mon: 11:00 - 23:00; Tue: 11:00 - 23:00; Wed: 11:00 - 23:00; Thu: 11:00 - 23:00; Fri: 11:00 - 23:00; Sat: 11:00 - 23:00; Sun: 11:00 - 23:00,brick_and_mortar,0x6ad669d2d9e30595:0xd6daf0fb4f346bdd,https://www.google.com/maps/place/El+Jannah+Chicken+South+Yarra/data=!4m7!3m6!1s0x6ad669d2d9e30595:0xd6daf0fb4f346bdd!8m2!3d-37.8479086!4d145.0028633!16s%2Fg%2F11z0v9kp3x!19sChIJlQXj2dJp1moR3Ws0T_vw2tY?authuser=0&hl=en&rclk=1,,,,,,,,,
Guzman y Gomez,Guzman y Gomez - Westfield Belconnen,"Westfield Belconnen, Tenancy/312 Benjamin Way",BELCONNEN,ARANDA,ACT,2617,-35.2381037,149.0648243,+61 2 9191 0917,,https://www.guzmanygomez.com.au/locations/westfield-belconnen/,4.0,624,Mon: 10:00 - 22:00; Tue: 10:00 - 22:00; Wed: 10:00 - 22:00; Thu: 10:00 - 22:00; Fri: 10:00 - 22:00; Sat: 10:00 - 22:00; Sun: 10:00 - 22:00,brick_and_mortar,0x6b17ad71aada9b1f:0x50127ae0b469ae62,https://www.google.com/maps/place/Guzman+y+Gomez+-+Westfield+Belconnen/data=!4m7!3m6!1s0x6b17ad71aada9b1f:0x50127ae0b469ae62!8m2!3d-35.2381037!4d149.0648243!16s%2Fg%2F11b6xcvv1x!19sChIJH5vaqnGtF2sRYq5ptOB6ElA?authuser=0&hl=en&rclk=1,,,,,Belconnen,2024,9480,155,1.66
